model,feature,modality,gene,cpg,importance,rank
NN_integrated,METH: BIRC5 (cg23302638),METH,BIRC5,cg23302638,0.004113525775783729,304
NN_integrated,METH: MYC (cg15465092),METH,MYC,cg15465092,0.004110269606219883,305
NN_integrated,RNA: FOXA1,RNA,FOXA1,,0.004025877177004753,306
NN_integrated,METH: MYC (cg27207274),METH,MYC,cg27207274,0.003953168673680929,307
NN_integrated,METH: MMP11 (cg13361393),METH,MMP11,cg13361393,0.003924042068726583,308
NN_integrated,METH: UBE2T (cg26399396),METH,UBE2T,cg26399396,0.003884665736890998,309
NN_integrated,METH: MYC (cg10340053),METH,MYC,cg10340053,0.0038009402271705285,310
NN_integrated,METH: PGR (cg14933485),METH,PGR,cg14933485,0.00373988438501535,311
NN_integrated,METH: UBE2T (cg11819639),METH,UBE2T,cg11819639,0.0037237975482418595,312
NN_integrated,METH: MMP11 (cg21246624),METH,MMP11,cg21246624,0.00345829267719293,313
NN_integrated,METH: MMP11 (cg02836840),METH,MMP11,cg02836840,0.0034533841930982105,314
NN_integrated,METH: UBE2C (cg18038749),METH,UBE2C,cg18038749,0.0032289533490584992,315
NN_integrated,METH: UBE2C (cg19197419),METH,UBE2C,cg19197419,0.0031060653338430594,316
NN_integrated,METH: BCL2 (cg25730573),METH,BCL2,cg25730573,0.003024989646879815,317
NN_integrated,METH: MYC (cg26221243),METH,MYC,cg26221243,0.0028254335470767776,318
NN_integrated,METH: CDC6 (cg01807412),METH,CDC6,cg01807412,0.0028169537662985815,319
NN_integrated,METH: CENPF (cg16327647),METH,CENPF,cg16327647,0.00253480233276443,320
NN_integrated,METH: UBE2C (cg23265604),METH,UBE2C,cg23265604,0.002373920098860344,321
NN_integrated,METH: BIRC5 (cg24247425),METH,BIRC5,cg24247425,0.0023220611642834916,322
NN_integrated,METH: UBE2C (cg19222480),METH,UBE2C,cg19222480,0.0017642395157660806,323
NN_integrated,METH: CENPF (cg17750334),METH,CENPF,cg17750334,0.0016687070109941094,324
NN_integrated,METH: CENPF (cg09885951),METH,CENPF,cg09885951,0.0015640591423444832,325
NN_integrated,METH: CENPF (cg15639974),METH,CENPF,cg15639974,0.0015452414940359085,326
NN_integrated,METH: GPR160 (cg17537403),METH,GPR160,cg17537403,0.0014914037580501182,327
NN_integrated,METH: UBE2C (cg22082347),METH,UBE2C,cg22082347,0.0014531520350243097,328
NN_integrated,METH: UBE2C (cg13736875),METH,UBE2C,cg13736875,0.0014020025421362064,329
NN_integrated,METH: UBE2C (cg03843031),METH,UBE2C,cg03843031,0.0012050023657783882,330
NN_integrated,METH: NDC80 (cg14313868),METH,NDC80,cg14313868,0.001103148095038037,331
NN_integrated,METH: ERBB2 (cg22632017),METH,ERBB2,cg22632017,0.001056474384297929,332
NN_integrated,METH: MYC (cg05927173),METH,MYC,cg05927173,0.000961100730262367,333
NN_integrated,METH: NDC80 (cg16168723),METH,NDC80,cg16168723,0.0008807793385747098,334
NN_integrated,METH: BCL2 (cg03813215),METH,BCL2,cg03813215,0.0006685215814828094,335
NN_integrated,METH: ESR1 (cg07584093),METH,ESR1,cg07584093,0.0004744854776288628,336
NN_integrated,METH: BAG1 (cg01177235),METH,BAG1,cg01177235,0.000419051061064631,337
NN_integrated,METH: BCL2 (cg12953669),METH,BCL2,cg12953669,0.0003689346413591773,338
NN_integrated,METH: BIRC5 (cg26267341),METH,BIRC5,cg26267341,0.0003324382326077735,339
NN_integrated,METH: PGR (cg23614125),METH,PGR,cg23614125,4.026634455561811e-05,340
